customer_id,first_name,last_name,email,phone,address,city,state,zip_code,country,registration_date,customer_segment,is_active
2518,Erica,Smith,robert45@example.com,451-317-5595x839,0956 Reyes Dam Suite 672,North William,Massachusetts,36646,USA,2025-06-18,Standard,True
2519,Tammy,Robinson,tayala@example.com,001-937-847-9088,491 Carpenter Crest,Samuelfurt,West Virginia,92338,USA,2025-11-11,Standard,True
2520,Douglas,Hoffman,angela63@example.net,951.286.2647,676 Garcia Motorway,North Crystal,Alaska,22316,USA,2024-07-27,Standard,False
2521,Hannah,Berg,cassandramartin@example.org,645-201-6244,037 Natalie Hollow,Martinberg,Maryland,29922,USA,2024-03-14,Premium,False
2522,Michael,Snow,qblackburn@example.org,680-882-3006x79928,555 King Extensions,South Aaron,Texas,70282,USA,2024-05-01,Basic,True
2523,Sarah,West,tina70@example.org,+1-719-608-0479x49051,8120 Stephanie Estates,Lindsayhaven,Delaware,84906,USA,2024-03-29,Standard,False
2524,Joshua,Jordan,benjamin65@example.com,413.928.5155,286 Alvarez Crescent Apt. 233,Castroside,Vermont,59010,USA,2025-03-19,Standard,False
2525,Jessica,Brown,ojohnson@example.net,872-505-2917x7508,7698 Flynn Field,North Gabrielton,South Carolina,86592,USA,2025-08-12,Premium,True
2526,Lisa,Marks,qpatrick@example.org,+1-343-766-8995x7041,6423 Victoria Lock,Gregoryville,South Carolina,57644,USA,2024-08-08,Basic,True
2527,Kayla,Sanders,shermanerica@example.net,459.686.0786x381,7926 Hannah Throughway,Williamfort,Michigan,11956,USA,2024-12-06,Premium,True
2528,Brett,Mccarthy,brandon35@example.org,001-857-730-0974,8348 Rachel Corner,West Nathanfurt,Maryland,41813,USA,2024-08-01,Premium,False
2529,Jason,Bush,rickey24@example.org,638-259-8646,228 Kevin Orchard Suite 323,Sawyerhaven,Tennessee,22163,USA,2024-10-02,Standard,True
2530,Caitlyn,Rivera,christopher40@example.com,440.200.6794x71991,16282 Jill Landing,Campbellshire,Tennessee,01177,USA,2025-06-22,Premium,True
2531,Jacqueline,Hall,vsmith@example.net,904.792.2105x6121,4707 Michael Ramp,Josephberg,Texas,49327,USA,2024-04-18,Standard,True
2532,Rita,Wolfe,mathewsandrew@example.com,+1-255-709-9070x1943,1634 Wilson Coves Apt. 612,Loriborough,Nevada,03919,USA,2024-05-07,Premium,False
2533,Susan,Harrison,stephenharper@example.org,960.724.0263x5688,99100 Taylor Ranch Apt. 696,Huangside,Illinois,19115,USA,2024-07-29,Standard,True
2534,Amy,Spencer,megansmith@example.org,+1-340-801-7047x64003,0326 Michele Glen,Jamesmouth,Maryland,75152,USA,2026-01-27,Basic,True
2535,Sharon,Barnes,kdonovan@example.com,747.907.2462,620 Massey Isle Apt. 672,East Paul,North Dakota,31454,USA,2024-10-20,Standard,True
2536,Stephanie,Lee,brittneywheeler@example.net,462.577.0287x48928,19799 Devin Circle,Sotostad,Illinois,26393,USA,2024-11-02,Standard,True
2537,Daniel,Mercado,brandy46@example.net,867-319-4714x3951,40539 Bryant Drive Apt. 133,South Corey,Indiana,38476,USA,2025-06-15,Standard,True
2538,Louis,Conway,psimpson@example.org,839-457-3033x41604,709 Jefferson Club,Donaldmouth,Mississippi,84616,USA,2025-08-21,Basic,True
2539,Maria,Sullivan,jose57@example.org,636-732-4938,59669 Maria Radial Apt. 504,Millerfurt,Connecticut,63209,USA,2024-04-01,Premium,True
2540,Jason,Vasquez,durhamlaura@example.com,218-856-3069,131 Danny Crossroad Suite 466,West Curtis,Missouri,10925,USA,2024-05-15,Standard,False
2541,Jessica,Allison,lisa61@example.org,001-226-833-9309,228 Michele Avenue Apt. 946,West Rita,Colorado,73042,USA,2024-12-21,Basic,True
2542,Sherry,Howard,farias@example.com,+1-289-514-9088x99212,273 Montoya Flats,Morganfort,South Dakota,49519,USA,2024-12-10,Standard,True
2543,Briana,Gomez,hector95@example.net,(827)950-4465,62998 Preston Hollow,South Victoriastad,North Dakota,39524,USA,2025-05-06,Standard,True
2544,Bryan,Ramirez,jamesmegan@example.com,7522573499,83892 Adams Station,North Carolland,Massachusetts,95743,USA,2024-08-18,Standard,True
2545,Eric,Miller,james23@example.net,2743874534,749 Dylan Row,Rebeccaborough,Vermont,86981,USA,2024-11-19,Standard,True
2546,Bonnie,Sims,turnerphillip@example.com,964-693-2516x4998,0189 Stevenson Valleys,Port Catherine,North Carolina,90217,USA,2024-10-16,Standard,True
2547,Zachary,Hart,lutzryan@example.com,524-288-5303x46867,00953 Bailey Rue Suite 737,New Laura,Nebraska,66627,USA,2025-09-23,Standard,True
2548,Melinda,Cruz,kaylamontes@example.net,841-242-5336x028,5787 Sheila Ramp Suite 463,Grantstad,Iowa,46513,USA,2025-02-02,Basic,True
2549,Kyle,Miranda,sheiladonaldson@example.com,227-335-9655x28980,696 Valencia Roads Suite 156,North Cynthia,New Hampshire,97284,USA,2024-11-11,Standard,True
2550,Ashley,Peterson,dnielsen@example.com,+1-466-880-0027x3137,25585 Montgomery Dam Suite 234,East Madisonland,Delaware,79399,USA,2025-05-22,Standard,False
2551,Sarah,Brown,jason69@example.com,594.347.7492x050,3692 Cathy Courts,Cortezfort,Virginia,97445,USA,2025-01-26,Basic,False
2552,Christopher,Johnson,kfoster@example.com,393.980.2839x278,278 Nolan Ports Apt. 300,Michaelburgh,Pennsylvania,58411,USA,2025-10-20,Premium,False
2553,Christina,Wheeler,drodgers@example.org,(713)470-1811x0735,451 Scott Squares Apt. 053,West Katherine,Utah,71669,USA,2025-01-13,Basic,True
2554,Tammy,Marshall,daniel67@example.net,880.986.8476x259,34617 Nancy Neck,North Miaburgh,Arkansas,27515,USA,2025-02-12,Standard,True
2555,Amanda,Green,danielsgail@example.com,971-879-9388x684,246 Davis Loop,Kathyland,Iowa,11649,USA,2024-06-07,Premium,True
2556,Todd,Frazier,christopherflowers@example.org,+1-415-390-4361,163 Peterson Springs Apt. 858,East Kathleenhaven,Rhode Island,68229,USA,2025-11-21,Standard,False
2557,Christopher,Jimenez,glovermelissa@example.net,398-872-4834x30674,23988 Stephanie Station Suite 968,Huntfort,Idaho,36470,USA,2024-07-03,Premium,True
2558,Margaret,Martinez,ryanowens@example.com,(935)563-7108,6130 Taylor Parks,New Neilbury,Minnesota,28027,USA,2024-03-07,Premium,True
2559,Theresa,Maynard,icole@example.org,971.663.4578x48399,53123 Russell Rapid,Lake Anne,North Carolina,30128,USA,2025-01-10,Premium,True
2560,Kimberly,Hurst,joshuahenry@example.org,3104383331,744 Thompson View Suite 966,Lake Sarah,Georgia,67134,USA,2024-06-17,Standard,True
2561,James,Graham,shanedaniels@example.org,930-866-7123,38364 Stanley Squares Apt. 739,Jonathanville,Nebraska,52614,USA,2024-04-15,Basic,True
2562,Joshua,Stone,gflowers@example.org,929.468.2924x59094,5632 Hernandez Way,Deborahhaven,Florida,08893,USA,2026-01-07,Basic,False
2563,Douglas,Roberts,marymason@example.com,5495098731,256 Briana Garden,Waynebury,Nebraska,45138,USA,2025-04-24,Standard,False
2564,Rebecca,Watson,patricia01@example.net,001-872-678-5398x74573,9286 Guerrero Crescent,North Christopherburgh,Pennsylvania,04078,USA,2025-12-16,Standard,False
2565,Brandon,Chandler,johnsonashley@example.net,266.590.2051,821 Janice Dale,Michaeltown,Wisconsin,17489,USA,2025-09-30,Standard,True
2566,Brenda,Porter,matthewanderson@example.net,838.982.8557,302 Mary Knoll Suite 000,North Joshuafurt,North Dakota,27033,USA,2024-11-06,Premium,True
2567,Tara,Page,schneiderbrian@example.com,(223)435-7019x165,5152 Forbes Bypass,Lake Edwinfort,Louisiana,00660,USA,2025-08-20,Premium,True
2568,Danny,Michael,dbowman@example.com,424-695-4767x192,221 Gina Key Apt. 761,New Jill,New Mexico,00604,USA,2024-12-31,Basic,True
2569,Elizabeth,Parsons,debbiespears@example.org,(311)623-7928,29835 Baker Hills,Davidberg,Maine,02572,USA,2024-09-06,Basic,True
2570,John,Green,johnbailey@example.net,+1-411-558-2702x45285,6332 Charles Ridges Suite 701,South Mistybury,Oregon,50571,USA,2024-07-23,Premium,True
2571,Lisa,Branch,bullockelizabeth@example.net,001-307-462-3785x567,016 Stanton Turnpike,North Eric,Connecticut,99402,USA,2024-05-11,Standard,True
2572,Valerie,Wall,vyoung@example.com,639.858.9483x286,26630 Lawrence Parkways Apt. 282,East Caleb,New Mexico,65481,USA,2025-12-04,Premium,True
2573,Jerry,Newton,jasonwarner@example.com,(881)875-5795x8780,0968 Mcclure Burg Suite 566,New Philip,Idaho,30141,USA,2024-07-02,Standard,True
2574,Amanda,Adams,alvaradocharles@example.com,001-258-504-9566,2380 Matthew Islands Suite 781,Vargasfurt,Illinois,20209,USA,2025-07-03,Premium,False
2575,Cheryl,Wilson,donna74@example.com,6234756190,6241 Wiggins Run Suite 497,Alyssastad,Oklahoma,30685,USA,2025-04-15,Basic,True
2576,Paul,French,leahstevenson@example.org,821.518.1485x06187,406 Jessica View Apt. 479,Lake Donald,South Carolina,65520,USA,2025-03-21,Premium,True
2577,Lauren,Barton,griffinashley@example.net,(793)598-9085,7770 Watson Valley,Port Sandramouth,Colorado,70672,USA,2024-03-31,Basic,True
2578,Kim,Soto,sthomas@example.com,(765)390-5349x75744,59845 Bailey Isle,Taylorburgh,California,60193,USA,2025-04-19,Premium,False
2579,Corey,Holt,garciaapril@example.com,435-971-6170x297,29455 Hamilton Summit,Jacksonland,Kentucky,19182,USA,2024-08-28,Standard,True
2580,Kyle,Clark,cory75@example.com,(630)689-6126,5173 Anderson Haven Apt. 382,New Cheryl,Michigan,54071,USA,2024-10-24,Premium,True
2581,Angela,Reynolds,timothyrussell@example.net,(987)542-5943,181 Esparza Parkways Apt. 849,Travisfurt,South Dakota,21694,USA,2025-02-11,Standard,True
2582,Jeffrey,Owens,andrea63@example.com,+1-692-521-6933x75361,9953 Foley Passage,West Brian,West Virginia,90168,USA,2024-04-10,Premium,True
2583,Carrie,Ali,archermichele@example.net,647-403-4899x31926,74494 Carr Pass,Webbshire,Florida,97507,USA,2024-04-17,Premium,True
2584,Daniel,Rodriguez,djones@example.org,001-200-610-2927x1822,7507 Johnson Walks Suite 612,West Travis,Louisiana,11125,USA,2024-04-02,Basic,True
2585,Richard,Harris,vreeves@example.org,(576)314-6117x7696,98983 Kane Field,Ericborough,West Virginia,54197,USA,2025-02-09,Standard,False
2586,Kevin,Lee,kayla04@example.com,942-343-8373x900,5910 Garcia Ford,Kirstenview,Rhode Island,57673,USA,2025-12-08,Standard,True
2587,Bethany,Green,amichael@example.com,+1-692-735-9551x0725,27892 Suzanne Inlet Suite 622,Lake Juan,Oklahoma,02545,USA,2024-07-04,Basic,False
2588,Patricia,Brewer,lutzjennifer@example.net,961-775-9265x9938,188 Reyes Turnpike,South Daniel,Massachusetts,03749,USA,2025-07-02,Premium,True
2589,Rebekah,Gordon,collinsjohn@example.com,001-480-380-5791x63392,624 Amanda Square,North Jenniferton,Virginia,90259,USA,2025-08-15,Basic,False
2590,James,Rose,nrogers@example.org,(366)655-7518x4238,66632 Michael Creek,Smithberg,Georgia,27659,USA,2025-12-02,Basic,False
2591,Thomas,Vasquez,michael05@example.com,001-695-422-2498x679,58592 Harrison Union,Nicoleville,Iowa,01298,USA,2025-06-15,Basic,True
2592,Brittany,Allen,jfrye@example.net,629.814.0226x8081,5066 Whitney Vista,Justinfort,Pennsylvania,15637,USA,2024-08-07,Standard,False
2593,Kayla,Calderon,cookcourtney@example.org,001-432-372-3566x25783,445 Nguyen Drives Apt. 133,North Michael,Wyoming,96958,USA,2024-07-08,Basic,True
2594,Theresa,Rodriguez,billy07@example.org,(877)671-9101,82821 Sean Lock Suite 755,New John,West Virginia,23928,USA,2025-02-16,Premium,False
2595,Ryan,Young,martingregory@example.org,2848851116,64942 Tammy Divide,Randallland,North Carolina,90935,USA,2024-07-22,Standard,True
2596,Jacob,Thompson,amanda53@example.org,226.382.1556x7192,8441 Brown Run,Justinborough,Pennsylvania,49955,USA,2024-03-24,Standard,True
2597,Amanda,Johnson,carlosmoore@example.com,001-393-372-6995,05853 Baker Pines,Zacharyview,North Dakota,23961,USA,2025-09-11,Premium,True
2598,Courtney,Sanders,dylan33@example.com,001-239-209-1472,125 Perez Roads,North Brandon,Montana,60719,USA,2025-08-17,Premium,True
2599,Tamara,Benson,stacyriddle@example.org,(565)725-6705x53435,0267 Lucas Summit Suite 557,Adamview,Oregon,81532,USA,2024-06-04,Basic,True
2600,Timothy,Jones,timothybrown@example.com,001-980-541-8656,4880 Vicki Shores Apt. 539,West Natalieborough,Idaho,14930,USA,2025-12-17,Standard,True
2601,Michael,Todd,agonzalez@example.org,402-545-1719x4945,3389 Smith Skyway,West Glennberg,Idaho,58118,USA,2025-07-02,Standard,True
2602,Marcus,Hill,madison75@example.com,644.836.3225x032,8173 David Locks Suite 711,Christianfort,Indiana,39252,USA,2025-09-05,Basic,False
2603,Melissa,Simpson,towens@example.org,(359)379-8436x2017,2308 Angela Stravenue,Thomasfurt,Arkansas,98191,USA,2025-06-25,Standard,True
2604,Michele,Le,yleon@example.org,889.802.3673x963,787 Andre Mount,Marvinside,Virginia,70100,USA,2024-08-08,Premium,False
2605,David,Rangel,ahodge@example.org,323.316.4303x59018,10502 Macdonald Point,East Francestown,Maryland,37948,USA,2024-12-21,Standard,True
2606,Connie,Kim,mary59@example.org,001-766-754-5521x808,8634 Brown Forges Apt. 950,Kellerside,Vermont,14527,USA,2025-12-19,Premium,True
2607,Sharon,Williams,loretta52@example.net,661.398.8024x2743,43504 Nichole Tunnel Suite 853,Khanborough,Colorado,72465,USA,2024-11-11,Premium,False
2608,Brittany,Rowland,joshuawalker@example.com,(757)773-0638,90806 Crystal Estates Suite 879,Gonzalesfurt,Idaho,45444,USA,2025-06-14,Basic,False
2609,Katie,Perry,ashleymiddleton@example.net,(748)591-8245,42009 Susan Station Suite 952,South Stephaniefort,Washington,87431,USA,2025-11-16,Standard,True
2610,Stephen,Meyer,petersonleslie@example.net,001-322-879-3562x559,3496 Donovan Ridge Suite 389,Lake Ashley,Texas,12532,USA,2025-09-17,Premium,False
2611,Shelby,Vincent,garciadaniel@example.org,738-905-2063,434 Johnson Walks,East Patriciamouth,New Hampshire,23604,USA,2024-03-19,Standard,True
2612,Stephen,Trevino,panderson@example.net,(476)443-9117,751 Margaret Union,Smithview,North Dakota,43474,USA,2025-05-11,Standard,True
2613,Michael,Gonzalez,earnold@example.org,(319)369-7168x7754,762 Rios Ports Suite 979,South Jenniferfort,Colorado,00517,USA,2024-06-19,Standard,True
2614,Holly,Gonzales,rebeccasmith@example.org,357-330-4523,3757 Ortiz Overpass,Grayport,Georgia,08529,USA,2025-12-21,Basic,True
2615,Cassandra,Ross,wballard@example.org,407.231.8144x210,167 Hess Inlet,South Holly,South Carolina,30021,USA,2024-10-11,Standard,True
2616,James,Morris,kennethjordan@example.com,+1-689-838-1352,470 Carl Orchard,Brownmouth,Illinois,71949,USA,2025-10-05,Standard,True
2617,Holly,Frazier,lschroeder@example.org,7994220896,74914 Diaz Ports Apt. 534,Smithside,Washington,87177,USA,2024-04-18,Premium,True
2618,Cody,Garza,jeffreyjenkins@example.org,875.734.2459x1253,433 David Via Suite 939,Lake Gina,Wyoming,82980,USA,2025-12-06,Premium,True
2619,Tyler,Brown,carolinepittman@example.com,6633516098,4830 Amber Circle Suite 551,New David,California,69676,USA,2024-08-31,Premium,False
2620,Brian,Price,kwright@example.org,890-578-2433x6160,58366 Emily Centers,Hahnborough,West Virginia,68381,USA,2025-06-05,Basic,False
2621,Jesse,Mitchell,eoconnell@example.org,849.653.8767x9897,31254 Craig Light Apt. 800,Williamsonfort,Montana,22663,USA,2024-06-21,Standard,False
2622,Justin,Parker,williamsonjennifer@example.net,5255078537,20672 Elizabeth Tunnel Apt. 781,Robertfurt,Wyoming,64542,USA,2024-11-21,Premium,True
2623,Taylor,Evans,andreaparker@example.net,+1-678-887-3812,6024 Susan Inlet Suite 902,Carolynfurt,Wyoming,70597,USA,2024-04-09,Premium,True
2624,Ryan,Turner,millerjoseph@example.net,5905130287,067 Kyle Well,Simston,Illinois,12738,USA,2024-05-15,Premium,True
2625,William,Saunders,mcdanieljulie@example.org,475-425-2843x863,70507 Murray Plaza,West Timothyshire,Tennessee,78044,USA,2024-08-30,Premium,True
2626,Caleb,Parsons,david87@example.net,305.832.6866x790,181 Mcdonald Light Apt. 221,Kathrynmouth,Utah,10835,USA,2024-04-22,Standard,True
2627,Jillian,Johnston,robertsanders@example.org,606.977.3954,6825 Moore Skyway Suite 185,Christianside,Texas,61686,USA,2025-02-14,Premium,False
2628,Billy,Brown,amy56@example.com,+1-280-735-6761x1564,42225 Victoria Lock Apt. 817,North John,Iowa,07263,USA,2025-05-28,Basic,True
2629,Lori,Bolton,brendanmorales@example.org,+1-936-391-2489,3887 John Cape,Port Devinbury,Georgia,34192,USA,2024-02-06,Premium,True
2630,Nancy,Johnson,barbara13@example.net,4816813797,4226 King Place,Danielton,Connecticut,00640,USA,2025-12-18,Premium,True
2631,David,Walton,nortonelizabeth@example.com,4789142663,348 Flores Springs Apt. 559,Ryanmouth,South Dakota,91365,USA,2025-08-21,Standard,True
2632,Bonnie,Graham,paulaboyd@example.com,(842)997-4224x41753,3621 Donald Oval Apt. 581,South Lindashire,Arkansas,20085,USA,2024-09-16,Standard,False
2633,Todd,Wood,osingleton@example.org,001-377-602-1474x550,47993 Amanda Isle,Nguyenborough,Colorado,59246,USA,2024-03-16,Standard,False
2634,Stacey,Simpson,veronicawashington@example.com,8695687992,253 Andrew Grove,North Nicholas,Tennessee,58814,USA,2025-07-22,Standard,False
2635,Samantha,Adams,michele22@example.org,406-966-0640x646,3800 James Fields Suite 587,South Shaunmouth,New Hampshire,87630,USA,2024-11-01,Basic,True
2636,Amber,Davila,emilyreid@example.org,001-578-855-2964,139 Morris Forks,Brianview,Texas,88727,USA,2024-04-03,Standard,True
2637,Richard,Haney,markandersen@example.com,001-980-581-7869x772,51103 Haas Knolls Apt. 995,West Walter,Arkansas,03929,USA,2026-01-13,Premium,True
2638,Mackenzie,Knight,christopherwilliams@example.org,001-586-933-1665,0103 Alex Court,Vincentfort,Illinois,01457,USA,2024-05-08,Standard,False
2639,Carrie,Petersen,monica89@example.org,748.722.2471,1528 Campbell Track,Christinamouth,Washington,12747,USA,2024-04-11,Premium,False
2640,Cindy,Fry,mschultz@example.org,(513)686-8611,2712 Juan Heights Apt. 827,Patrickhaven,Delaware,56077,USA,2025-11-01,Premium,True
2641,Larry,Young,mharris@example.org,2906629913,40633 Juan Via,Crawfordtown,Arkansas,94982,USA,2025-05-22,Standard,False
2642,Dale,Carter,njones@example.net,001-315-685-3089x67463,36219 James Lodge Apt. 654,New Kenneth,Delaware,85300,USA,2024-05-12,Premium,True
2643,Ryan,Martin,ewhite@example.net,001-463-945-9626x35352,8076 Gutierrez Trafficway Apt. 965,Michaelshire,Hawaii,83958,USA,2025-12-14,Basic,True
2644,Connie,Adams,joanna17@example.com,824-393-2738x4887,59482 Arias Track,Harperton,Oklahoma,60653,USA,2025-06-23,Standard,False
2645,Daniel,Lewis,gmoore@example.com,502.808.2064x60288,8601 Cardenas Pike Apt. 439,Port Chelsea,Ohio,72637,USA,2025-07-14,Premium,True
2646,Nancy,Delgado,ahouse@example.com,204-446-4307x72078,739 Beth Ridge,Jeremiahmouth,Maryland,59040,USA,2025-08-08,Premium,False
2647,Ruth,Hanson,robertswendy@example.net,710-658-3784x98600,1886 Linda Keys,Andresfort,North Carolina,71241,USA,2024-08-23,Basic,True
2648,Jeremy,Armstrong,diana09@example.org,+1-814-798-3502,790 Whitney Mission,North Julia,Vermont,59174,USA,2025-09-05,Basic,True
2649,Scott,Hanna,williamsjulia@example.org,505.375.4100,962 Sandra Unions Apt. 923,South Michaelview,Florida,83248,USA,2024-08-15,Standard,False
2650,Jason,Jacobs,danahernandez@example.net,001-640-364-5338x45247,57188 Renee Land Apt. 323,New Michaelburgh,Connecticut,91608,USA,2024-10-15,Basic,True
2651,Joseph,Shaffer,mweaver@example.com,2878467409,3563 Vanessa Burg,East Ian,California,14844,USA,2024-05-06,Standard,True
2652,Nicole,Smith,kaylamercado@example.com,+1-686-311-4163x55578,7473 Cooper Motorway Suite 767,South Lisabury,Maryland,35476,USA,2025-02-24,Basic,True
2653,Stephen,Spencer,jameshammond@example.org,001-575-975-3045,4713 Jon Village,New Robert,Georgia,54280,USA,2024-04-07,Basic,True
2654,Ashley,Anderson,rebeccaguerrero@example.com,+1-993-607-5047x5709,1745 Connor Views,Lake Victoriastad,Wisconsin,80801,USA,2025-11-25,Standard,False
2655,John,Callahan,timothy19@example.net,651.564.4785x894,2108 Mcclain Plaza Suite 420,Tiffanyside,Utah,16117,USA,2024-08-01,Basic,True
2656,Sarah,Armstrong,daniel90@example.com,471.586.7308x5626,1513 Lambert Corner,Hillmouth,Connecticut,27290,USA,2025-06-11,Premium,True
2657,Jacqueline,Green,manuelharmon@example.com,989-950-8164,786 Garcia Ports,New Deanna,Wyoming,91876,USA,2024-05-19,Premium,True
2658,Michael,Becker,gina04@example.com,571-273-7715x78729,89819 Andre Wells Apt. 829,Clarkstad,Massachusetts,99665,USA,2025-07-31,Premium,True
2659,Nicole,Jackson,wesley88@example.com,3228124464,669 Morgan Inlet,Port Jessica,New Mexico,36495,USA,2024-04-10,Basic,False
2660,Jason,Matthews,vaughngloria@example.com,001-822-389-7434x762,713 Williams Plaza,Port Zachary,Florida,09464,USA,2025-01-04,Standard,True
2661,Ronnie,Moore,jennifercampos@example.com,265-767-3868,06217 Barnes Meadow Apt. 338,Lake Kathy,California,19906,USA,2024-09-26,Premium,True
2662,Melissa,Chandler,fhood@example.net,001-737-398-8900x84384,969 Jason Curve Apt. 124,Joshuaburgh,Pennsylvania,74897,USA,2024-02-21,Basic,True
2663,Jacob,Cook,rrodriguez@example.org,205.615.8952x77834,5046 Willie Squares Apt. 326,Herreraside,Missouri,51815,USA,2024-07-07,Standard,True
2664,Heather,Howard,cgarcia@example.com,(674)866-2035x66094,955 Brendan Walk Suite 962,Andersonmouth,North Dakota,81283,USA,2025-02-13,Premium,True
2665,Richard,Bowman,ashleycastro@example.net,001-481-392-8108x7176,5886 Eric Manors Apt. 471,Dominiqueland,Texas,31147,USA,2024-12-04,Basic,False
2666,John,Leonard,yreynolds@example.org,283-957-8417,45065 Justin Village,Mariafort,Michigan,48670,USA,2024-10-05,Basic,True
2667,Rose,Gray,qgraham@example.net,255-970-9919,1743 Katherine Square Apt. 400,Reginaldborough,Utah,82678,USA,2025-04-14,Standard,True
2668,Kenneth,Green,jeffrey21@example.com,+1-384-515-1661x75963,439 Cortez Coves Suite 640,New Tammy,Iowa,19684,USA,2025-01-30,Premium,True
2669,Heather,Alexander,kristen42@example.org,454-278-1689x655,07669 Taylor Cliffs Suite 000,Port Amyhaven,Oregon,36412,USA,2025-01-25,Standard,True
2670,Jacqueline,Shepherd,zdorsey@example.org,480-281-6360,86860 Holloway Alley Suite 570,Wilsonside,Mississippi,13162,USA,2024-11-21,Basic,True
2671,William,Sims,tthompson@example.org,+1-478-881-5814x1088,57569 Scott Spring Apt. 394,Jenniferhaven,Utah,06722,USA,2025-06-08,Basic,True
2672,Tammie,Scott,alewis@example.com,517.698.5753x946,52082 Lin Pass,Lake Sheilashire,Oklahoma,18925,USA,2024-10-16,Premium,True
2673,Christopher,Barnes,amandahuffman@example.com,001-527-696-6410x0128,207 Melissa Brooks Apt. 708,West Rachelfort,New York,82216,USA,2025-04-24,Basic,True
2674,Jade,Flores,bishoprandall@example.com,(984)945-4064,979 Jason Stream Apt. 848,New Marktown,Alaska,01751,USA,2024-04-18,Basic,True
2675,Kaylee,Wolfe,ncarlson@example.net,(541)898-9320x989,552 Nicholas Extensions Suite 437,Bradfordland,Massachusetts,60258,USA,2025-07-25,Premium,False
2676,Kari,Chapman,tylerwilliams@example.net,626.921.7882x9314,6932 Stevenson Falls Suite 044,New Derekberg,Wyoming,85608,USA,2024-05-10,Premium,True
2677,Allison,Perez,bradleyangela@example.org,(953)352-3484,4977 Burton Fall,Palmerchester,Massachusetts,48337,USA,2025-11-02,Basic,True
2678,Jo,Smith,haley84@example.org,7444342464,39480 Knox Gateway,North Denise,Ohio,49564,USA,2024-09-17,Standard,True
2679,Toni,Clarke,marycoleman@example.org,794-958-3852x14957,6024 Williams Club Apt. 432,West Jessicaview,North Dakota,67842,USA,2024-02-05,Premium,False
2680,Sheryl,Barry,stephaniegarcia@example.net,278.944.1505x68286,529 Stevens Lakes Suite 422,Port Ashley,Maryland,64470,USA,2025-09-05,Standard,True
2681,Jack,Guerra,norrischristopher@example.org,855.425.8939x4259,4111 Stephanie Gateway,Melissaville,Connecticut,52992,USA,2025-02-04,Standard,True
2682,James,Green,ljordan@example.net,+1-520-621-5442x3899,8437 Smith Row Suite 806,Lake Jessica,Rhode Island,18999,USA,2024-06-08,Standard,False
2683,Scott,Garcia,jessica52@example.org,8455142469,09996 Marsh Expressway Suite 956,New Pamelaville,Connecticut,18914,USA,2025-04-27,Basic,True
2684,Chris,Cole,monique69@example.com,211-572-3466,013 Troy Pike,Daviston,Iowa,55024,USA,2025-10-22,Basic,False
2685,Jason,Jones,shane21@example.net,7328871718,7148 Michael Squares,East Anthony,Connecticut,04365,USA,2025-07-29,Premium,True
2686,Taylor,Perez,nancy83@example.org,8626128891,9636 Mcguire Brooks,New Adam,Connecticut,15635,USA,2025-04-04,Basic,True
2687,Robert,Preston,carpenterdaniel@example.com,(365)208-5624x5553,2985 Stewart Lake,East Nicolefort,Hawaii,64677,USA,2024-10-10,Standard,False
2688,Mary,Lang,campbelladam@example.org,845.899.9274,167 Kaiser Isle,Camerontown,Michigan,66625,USA,2025-02-03,Standard,True
2689,Angela,Mendez,mhughes@example.org,(696)740-8218,4599 Hall Place,Fowlerhaven,New Mexico,78615,USA,2025-03-18,Premium,True
2690,William,Bentley,jamesbailey@example.net,(909)358-6050x55814,51575 William Prairie,West Amberhaven,Louisiana,75030,USA,2024-03-21,Standard,True
2691,Kendra,Rose,adkinsjonathan@example.net,001-210-697-9293x62584,933 Harris Walk,South Arthur,Washington,01852,USA,2025-03-02,Standard,True
2692,Gregory,Ramos,kaylaherrera@example.com,(856)765-4862x0263,04891 Grant Knolls,Bryanchester,Minnesota,85907,USA,2026-01-06,Standard,True
2693,Darrell,Hamilton,christineoliver@example.org,001-573-930-8689,0425 Ashley Junctions Apt. 903,South Michellestad,Nebraska,80760,USA,2024-09-19,Basic,False
2694,Heidi,Greene,lori14@example.com,787-636-5158,5920 Rachel Way,East Kellyside,Georgia,07718,USA,2024-06-15,Basic,True
2695,Juan,Robinson,henrybrown@example.net,+1-973-653-9411x7371,758 Santos Vista Suite 743,North Kristi,Nebraska,37164,USA,2025-01-15,Premium,True
2696,Amanda,Ross,brownjacob@example.com,2742339899,0433 Michael Port Suite 046,New Carl,Rhode Island,33261,USA,2024-07-16,Basic,True
2697,Katie,Gray,brandonsantiago@example.org,001-860-564-1668x1357,97921 Tara Corners,Johnsonside,New Jersey,39869,USA,2024-11-07,Standard,True
2698,Lisa,Reed,btran@example.org,758.247.7267x95035,32557 Lynch Neck Suite 887,Burketon,Maryland,24558,USA,2024-06-19,Basic,False
2699,Linda,Martin,kristen89@example.org,(337)902-4024,592 Grant Mews Suite 149,South Brendaside,Vermont,02505,USA,2024-04-10,Premium,False
2700,Michael,Holland,craig11@example.net,001-442-352-6405x17958,759 Hernandez Coves,Robertaberg,Arkansas,80172,USA,2025-02-22,Basic,True
2701,Mary,Levy,kempstephanie@example.com,(964)400-7203x22585,597 Donald Junction,Schmidtstad,Arkansas,84158,USA,2024-09-25,Basic,True
